team,match,day,week,placement_points,kill_points,total_points,cumulative_points,rolling_avg_points,wins,alive_circle1,alive_circle2,alive_circle3,alive_circle4,alive_circle5,alive_circle6,alive_circle7,alive_circle8,alive_circle9,favored_circle1,favored_circle2,favored_circle3,favored_circle4,favored_circle5,favored_circle6,favored_circle7,favored_circle8,favored_circle9,total_circles_alive,total_favorable_circles,circle_favor_proportion,34569_alive,34569_favorable,34569_favor_proportion,34569_favor_proportion_new,relative_circle_favor
LZR,38,10,5,1,1,2,229,6.040666253,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,NA,NA,NA,6,4,0.666666667,4,2,0.5,0.333333333,-0.939030223
NV,38,10,5,2,3,5,233,6.01195335,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,NA,8,7,0.875,4,4,1,0.5,-0.73069689
P1E,38,10,5,0,2,2,228,6.106578887,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,5,1,0.2,3,0,0,0,-1.40569689
PEC,38,10,5,0,4,4,134,3.527324835,0,1,1,1,1,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,4,1,0.25,2,0,0,0,-1.35569689
RUM,38,10,5,6,3,9,265,6.901939429,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,0,0,5,0,0,0,-1.60569689
SA,38,10,5,0,2,2,138,3.699185967,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,NA,NA,NA,6,2,0.333333333,4,1,0.25,0.166666667,-1.272363556
SIM,38,10,5,0,1,1,175,4.74911454,0,1,1,1,1,0,0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,4,2,0.5,2,1,0.5,0.25,-1.10569689
SSG,38,10,5,1,4,5,270,7.041561987,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,,NA,8,6,0.75,4,4,1,0.5,-0.85569689
TS,38,10,5,3,11,14,264,6.992619907,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,9,5,0.555555556,5,2,0.4,0.222222222,-1.050141334
WC,38,10,5,0,3,3,170,4.633935271,0,1,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,2,2,1,0,0,NA,0,-0.60569689
BMG,39,10,5,0,4,4,144,3.745818744,0,1,1,1,1,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,4,1,0.25,2,0,0,0,-1.35569689
C9,39,10,5,1,6,7,280,7.081633886,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,NA,NA,NA,6,2,0.333333333,4,0,0,0,-1.272363556
END,39,10,5,1,2,3,220,5.704104205,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,NA,NA,NA,6,2,0.333333333,4,1,0.25,0.166666667,-1.272363556
EU,39,10,5,0,4,4,229,5.882164579,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,5,0,0,3,0,0,0,-1.60569689
EXG,39,10,5,0,0,0,202,5.189866461,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,5,1,0.2,3,1,0.333333333,0.2,-1.40569689
GG,39,10,5,3,2,5,282,7.263168837,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,NA,NA,NA,6,5,0.833333333,4,3,0.75,0.5,-0.772363556
LZR,39,10,5,0,1,1,230,6.002221706,0,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,4,0,0,2,0,0,0,-1.60569689
NV,39,10,5,0,0,0,233,6.035775021,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,NA,0,-1.60569689
P1E,39,10,5,5,5,10,238,6.077668053,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,NA,8,6,0.75,4,4,1,0.5,-0.85569689
PEC,39,10,5,0,4,4,138,3.51332271,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,NA,NA,NA,NA,5,2,0.4,3,0,0,0,-1.20569689
RUM,39,10,5,0,0,0,265,6.884368731,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,5,0,0,3,0,0,0,-1.60569689
SA,39,10,5,2,7,9,147,3.700371348,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,NA,NA,NA,6,1,0.166666667,4,0,0,0,-1.439030223
SIM,39,10,5,10,8,18,193,4.776670952,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,9,6,0.666666667,5,3,0.6,0.333333333,-0.939030223
SSG,39,10,5,0,1,1,271,7.010285817,0,1,1,1,0,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,3,2,0.666666667,1,0,0,0,-0.939030223
TS,39,10,5,4,6,10,274,7.032441551,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,NA,8,2,0.25,4,2,0.5,0.25,-1.35569689
WC,39,10,5,6,9,15,185,4.632696867,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,9,6,0.666666667,5,2,0.4,0.222222222,-0.939030223
BMG,40,10,5,5,5,10,154,3.74217274,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,9,8,0.888888889,5,4,0.8,0.444444444,-0.716808001
C9,40,10,5,0,5,5,285,7.162899235,0,1,1,1,1,1,0,0,0,0,0,1,1,0,,NA,NA,NA,NA,5,2,0.4,4,1,0.25,0.2,-1.20569689
END,40,10,5,2,2,4,224,5.650517319,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,NA,NA,7,3,0.428571429,4,2,0.5,0.285714286,-1.177125461
EU,40,10,5,6,2,8,237,5.905949168,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,9,5,0.555555556,4,3,0.75,0.333333333,-1.050141334
EXG,40,10,5,0,1,1,203,5.190092218,0,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,3,0,0,1,0,0,0,-1.60569689
GG,40,10,5,1,1,2,284,7.206747638,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,NA,NA,7,1,0.142857143,4,1,0.25,0.142857143,-1.462839747
LZR,40,10,5,0,8,8,238,5.957917229,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,5,0,0,3,0,0,0,-1.60569689
NV,40,10,5,0,2,2,235,5.993645974,0,1,1,1,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,3,1,0.333333333,1,0,0,0,-1.272363556
P1E,40,10,5,0,6,6,244,6.067521368,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,NA,NA,NA,NA,5,3,0.6,4,2,0.5,0.4,-1.00569689
PEC,40,10,5,1,0,1,139,3.513259109,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,NA,NA,NA,6,2,0.333333333,4,2,0.5,0.333333333,-1.272363556
RUM,40,10,5,4,5,9,274,6.872852002,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,NA,8,6,0.75,5,3,0.6,0.375,-0.85569689
SA,40,10,5,0,2,2,149,3.708603239,0,1,1,1,1,0,0,0,0,0,1,1,0,1,NA,NA,NA,NA,NA,4,3,0.75,2,1,0.5,0.25,-0.85569689
SIM,40,10,5,0,1,1,194,4.801327036,0,1,1,1,1,0,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,4,2,0.5,2,0,0,0,-1.10569689
SSG,40,10,5,0,2,2,273,6.959660369,0,1,1,1,1,0,0,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,4,3,0.75,3,1,0.333333333,0.25,-0.85569689
TS,40,10,5,10,12,22,296,7.124336482,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,9,6,0.666666667,5,2,0.4,0.222222222,-0.939030223
WC,40,10,5,3,4,7,192,4.672424651,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,7,0,0,4,0,0,0,-1.60569689
